,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,5,1,4,0,0,False,False,20.23624,1.700492,28.20057,11.25844,5.405766,2.308868,20.35327,1.58966,28.7972,3.064141,2.584098,1.771564,20.40623,1.488592,28.17516,13.57715,319.6299,6.619344,20.35327,1.58966,28.7972,3.064141,2.584098,1.771564,20.40623,1.488592,28.17516,13.57715,319.6299,276.6193,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,5,1,4,12,0,False,False,20.23617,1.700897,28.20073,11.21021,5.410256,2.329011,20.35324,1.589025,28.79705,3.075849,2.485923,1.557235,20.40681,1.489087,28.1764,13.14048,320.3281,6.130336,20.35324,1.589025,28.79705,3.075849,2.485923,1.557235,20.40681,1.489087,28.1764,13.14048,320.3281,276.1303,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,5,1,4,25,0,False,False,20.23595,1.700975,28.20065,11.14724,5.36171,2.422808,20.35325,1.588464,28.7968,3.041304,2.512359,1.407152,20.40748,1.489742,28.17774,12.71926,320.9684,5.589883,20.35325,1.588464,28.7968,3.041304,2.512359,1.407152,20.40748,1.489742,28.17774,12.71926,320.9684,275.5899,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,5,1,4,40,0,False,False,20.23564,1.701,28.20044,11.09619,5.28327,2.503415,20.35325,1.587977,28.79654,3.042468,2.589806,1.299289,20.40781,1.489607,28.17763,12.96452,320.6376,5.731043,20.35325,1.587977,28.79654,3.042468,2.589806,1.299289,20.40781,1.489607,28.17763,12.96452,320.6376,275.731,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,5,1,4,53,0,False,False,20.23527,1.700869,28.20034,11.05681,5.206661,2.463189,20.35309,1.587717,28.7964,3.082561,2.67315,1.287067,20.40751,1.489561,28.17701,12.98251,320.3647,6.428012,20.35309,1.587717,28.7964,3.082561,2.67315,1.287067,20.40751,1.489561,28.17701,12.98251,320.3647,276.428,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,5,1,4,67,0,False,False,20.23523,1.700912,28.2002,11.01328,5.125043,2.393986,20.35275,1.587604,28.79633,3.103848,2.647306,1.303543,20.40776,1.489844,28.17709,12.97876,320.2178,6.4174,20.35275,1.587604,28.79633,3.103848,2.647306,1.303543,20.40776,1.489844,28.17709,12.97876,320.2178,276.4174,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,5,1,4,81,0,False,False,20.23507,1.700832,28.19993,11.01747,5.042402,2.402208,20.3524,1.587408,28.79622,3.096302,2.614071,1.282044,20.40839,1.491278,28.17766,12.19778,320.3168,6.38183,20.3524,1.587408,28.79622,3.096302,2.614071,1.282044,20.40839,1.491278,28.17766,12.19778,320.3168,276.3818,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,5,1,4,95,0,False,False,20.23491,1.700743,28.19972,11.08493,4.958577,2.456048,20.35192,1.587178,28.79612,3.09659,2.552427,1.247693,20.40868,1.492703,28.17826,11.55507,320.3873,6.095715,20.35192,1.587178,28.79612,3.09659,2.552427,1.247693,20.40868,1.492703,28.17826,11.55507,320.3873,276.0957,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,5,1,4,109,0,False,False,20.2347,1.700715,28.19957,11.14697,4.853416,2.471215,20.35133,1.586925,28.79597,3.066049,2.571513,1.183198,20.40889,1.494036,28.1787,10.94318,320.3712,6.000301,20.35133,1.586925,28.79597,3.066049,2.571513,1.183198,20.40889,1.494036,28.1787,10.94319,320.3712,276.0003,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,5,1,4,122,0,False,False,20.23441,1.700953,28.19946,11.17581,4.758748,2.459188,20.35069,1.586525,28.79577,3.042078,2.603633,1.050459,20.40896,1.494972,28.17938,10.62272,320.581,6.235021,20.35069,1.586525,28.79577,3.042078,2.603633,1.050459,20.40896,1.494972,28.17938,10.62272,320.581,276.235,19.455,1.405,28.3,0.0,0.0,0.0
