,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,14,2,5,0,0,False,False,20.08594,1.879861,27.95782,14.5095,14.85806,335.4628,20.12412,1.661607,28.58932,4.370289,3.497669,318.2643,20.11759,1.693628,27.87747,29.07253,353.0507,3.163997,20.12412,1.661607,28.58932,4.370289,3.497669,318.2643,20.11759,1.693628,27.87747,29.07254,353.0507,273.164,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,14,2,5,8,0,False,False,20.08578,1.880043,27.95799,14.47227,14.81155,335.4738,20.12324,1.660553,28.58914,4.376038,3.433522,318.1077,20.1174,1.693698,27.87753,29.05861,353.0392,3.218728,20.12324,1.660553,28.58914,4.376038,3.433522,318.1077,20.1174,1.693698,27.87753,29.05861,353.0392,273.2187,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,14,2,5,22,0,False,False,20.08521,1.880128,27.95797,14.44301,14.80514,335.4906,20.12252,1.65951,28.58895,4.442054,3.447531,318.0507,20.11696,1.693829,27.87763,29.0124,353.0378,3.276256,20.12252,1.65951,28.58895,4.442054,3.447531,318.0507,20.11696,1.693829,27.87763,29.0124,353.0378,273.2762,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,14,2,5,36,0,False,False,20.08479,1.88007,27.95802,14.44463,14.78269,335.485,20.1218,1.658195,28.58846,4.461996,3.514592,317.9579,20.11672,1.694026,27.87772,28.97833,353.004,3.309272,20.1218,1.658195,28.58846,4.461996,3.514592,317.9579,20.11672,1.694026,27.87772,28.97833,353.004,273.3093,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,14,2,5,50,0,False,False,20.08422,1.880174,27.95819,14.46682,14.77136,335.493,20.121,1.656784,28.588,4.495968,3.484812,317.8035,20.11632,1.69423,27.87778,28.94859,352.9615,3.364618,20.121,1.656784,28.588,4.495968,3.484812,317.8035,20.11632,1.69423,27.87778,28.94859,352.9615,273.3646,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,14,2,5,63,0,False,False,20.08384,1.880543,27.95844,14.49801,14.74218,335.5161,20.11996,1.654961,28.58731,4.590458,3.521003,317.6986,20.11573,1.694479,27.87791,28.90709,352.8861,3.444029,20.11996,1.654961,28.58731,4.590458,3.521003,317.6986,20.11573,1.694479,27.87791,28.90709,352.8861,273.444,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,14,2,5,77,0,False,False,20.08326,1.880793,27.95855,14.50647,14.70718,335.589,20.11882,1.653066,28.58644,4.642753,3.535396,317.5525,20.11512,1.694713,27.87791,28.86051,352.8568,3.592771,20.11882,1.653066,28.58644,4.642753,3.535396,317.5525,20.11512,1.694713,27.87791,28.86051,352.8569,273.5928,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,14,2,5,91,0,False,False,20.08264,1.880947,27.95863,14.53705,14.63885,335.6931,20.11752,1.650941,28.58542,4.695157,3.545331,317.4412,20.11462,1.694929,27.87792,28.80901,352.8578,3.753278,20.11752,1.650941,28.58542,4.695157,3.545331,317.4412,20.11462,1.694929,27.87792,28.80901,352.8578,273.7533,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,14,2,5,105,0,False,False,20.08184,1.881196,27.9588,14.6005,14.5488,335.7733,20.11566,1.648069,28.58394,4.776597,3.62414,317.4748,20.11399,1.69533,27.87796,28.65224,352.8122,3.937753,20.11566,1.648069,28.58394,4.776597,3.62414,317.4748,20.11399,1.69533,27.87796,28.65224,352.8122,273.9377,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,14,2,5,119,0,False,False,20.08125,1.881713,27.95892,14.64704,14.44696,335.849,20.11368,1.645127,28.58237,4.778733,3.630902,317.5392,20.11348,1.695856,27.87806,28.4674,352.671,4.120172,20.11368,1.645127,28.58237,4.778733,3.630902,317.5392,20.11348,1.695856,27.87806,28.4674,352.671,274.1201,19.455,1.405,28.3,0.0,0.0,0.0
10,Archery,14,2,5,133,0,False,False,20.08038,1.882385,27.95892,14.69106,14.34332,335.9256,20.11133,1.641303,28.58024,4.744599,3.676207,317.6531,20.11282,1.696532,27.87802,28.24913,352.5454,4.387709,20.11133,1.641303,28.58024,4.744599,3.676207,317.6531,20.11282,1.696532,27.87802,28.24914,352.5454,274.3877,19.455,1.405,28.3,0.0,0.0,0.0
11,Archery,14,2,5,147,0,False,False,20.07968,1.883102,27.95903,14.68776,14.25911,335.9938,20.10885,1.636481,28.57772,4.777418,3.787368,317.7171,20.11221,1.697176,27.87808,27.95087,352.2722,4.613241,20.10885,1.636481,28.57772,4.777418,3.787368,317.7171,20.11221,1.697176,27.87808,27.95086,352.2722,274.6132,19.455,1.405,28.3,0.0,0.0,0.0
12,Archery,14,2,5,163,0,False,False,20.07886,1.883801,27.95922,14.64914,14.16778,336.0884,20.10627,1.630093,28.57451,4.912902,4.057562,317.6585,20.11099,1.698354,27.87815,27.73908,351.8586,4.747709,20.10627,1.630093,28.57451,4.912902,4.057562,317.6585,20.11099,1.698354,27.87815,27.73908,351.8586,274.7477,19.455,1.405,28.3,0.0,0.0,0.0
13,Archery,14,2,5,175,0,False,False,20.07788,1.884578,27.95921,14.60258,14.09744,336.2286,20.10376,1.623177,28.57113,5.148184,4.396252,317.4892,20.11011,1.699134,27.87813,27.44469,351.3934,4.816802,20.10376,1.623177,28.57113,5.148184,4.396252,317.4892,20.11011,1.699134,27.87813,27.44469,351.3934,274.8168,19.455,1.405,28.3,0.0,0.0,0.0
14,Archery,14,2,5,188,0,False,False,20.07677,1.885283,27.9593,14.55557,14.01966,336.4213,20.10102,1.614427,28.56704,5.519107,4.743171,317.0804,20.10863,1.70036,27.87809,27.04014,350.7421,4.839221,20.10102,1.614427,28.56704,5.519107,4.743171,317.0804,20.10863,1.70036,27.87809,27.04014,350.7421,274.8392,19.455,1.405,28.3,0.0,0.0,0.0
15,Archery,14,2,5,203,0,False,False,20.07557,1.886145,27.9595,14.52592,13.95918,336.6414,20.09814,1.604167,28.56241,5.956421,5.142991,316.5027,20.10683,1.701833,27.87799,26.5374,350.0239,4.87994,20.09814,1.604167,28.56241,5.956421,5.142991,316.5027,20.10683,1.701833,27.87799,26.5374,350.0239,274.8799,19.455,1.405,28.3,0.0,0.0,0.0
16,Archery,14,2,5,216,0,False,False,20.07444,1.88706,27.95982,14.49277,13.94173,336.8723,20.09518,1.592692,28.55727,6.62423,5.646709,315.7157,20.10475,1.703636,27.8778,25.87085,349.3141,4.902473,20.09518,1.592692,28.55727,6.62423,5.646709,315.7157,20.10475,1.703636,27.8778,25.87085,349.3141,274.9025,19.455,1.405,28.3,0.0,0.0,0.0
17,Archery,14,2,5,231,0,False,False,20.07307,1.888186,27.96055,14.42555,13.9234,337.1959,20.09199,1.580154,28.55169,7.476357,6.157475,314.8608,20.10239,1.705872,27.87762,25.11353,348.5742,4.892814,20.09199,1.580154,28.55169,7.476357,6.157475,314.8608,20.10239,1.705872,27.87762,25.11353,348.5742,274.8928,19.455,1.405,28.3,0.0,0.0,0.0
