,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,11,2,3,0,0,False,False,19.81251,1.80946,27.61189,353.39,9.468797,0.2952097,19.97823,1.660652,28.16795,359.2484,2.52946,359.3692,19.98898,1.61937,27.54337,321.275,30.96439,0.2678962,19.97823,1.660652,28.16795,359.2484,2.52946,359.3692,19.98898,1.61937,27.54337,321.275,30.96439,270.2679,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,11,2,3,13,0,False,False,19.81256,1.809597,27.61226,353.3974,9.40149,0.2724521,19.97762,1.659971,28.16848,359.5628,2.631392,359.6084,19.98902,1.619372,27.54345,321.446,31.01757,0.2705276,19.97762,1.659971,28.16848,359.5628,2.631392,359.6084,19.98902,1.619372,27.54345,321.446,31.01757,270.2705,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,11,2,3,27,0,False,False,19.81259,1.809773,27.61264,353.37,9.360159,0.2226911,19.97699,1.659185,28.16911,359.9778,2.881624,359.9906,19.98906,1.619371,27.54352,321.6144,30.87302,0.3683262,19.97699,1.659185,28.16911,359.9778,2.881624,359.9906,19.98906,1.619371,27.54352,321.6144,30.87302,270.3683,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,11,2,3,46,0,False,False,19.81277,1.810071,27.61318,353.3557,9.332232,0.1876754,19.97625,1.658326,28.16982,0.2560217,2.949087,0.2049528,19.98909,1.619367,27.54359,321.7987,30.97278,0.4412133,19.97625,1.658326,28.16982,0.2560217,2.949087,0.2049528,19.98909,1.619367,27.54359,321.7987,30.97277,270.4412,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,11,2,3,54,0,False,False,19.81275,1.80996,27.61348,353.3209,9.32756,0.1595364,19.97549,1.657439,28.17045,0.320021,2.833486,0.1592959,19.98912,1.619364,27.54366,321.9375,31.07977,0.3929864,19.97549,1.657439,28.17045,0.320021,2.833486,0.1592959,19.98912,1.619364,27.54366,321.9375,31.07977,270.393,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,11,2,3,68,0,False,False,19.81257,1.809873,27.61374,353.3027,9.308487,0.1296309,19.97486,1.65659,28.17092,0.3251503,2.773849,0.04488712,19.98915,1.61937,27.54372,322.0727,31.14167,0.2383857,19.97486,1.65659,28.17092,0.3251503,2.773849,0.04488712,19.98915,1.61937,27.54372,322.0727,31.14167,270.2384,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,11,2,3,82,0,False,False,19.81264,1.80978,27.61414,353.3205,9.260288,0.1137492,19.97434,1.655674,28.17132,0.3566821,2.850508,0.0132097,19.98919,1.619385,27.54377,322.2382,31.22553,0.09548322,19.97434,1.655674,28.17132,0.3566821,2.850508,0.0132097,19.98919,1.619385,27.54377,322.2382,31.22553,270.0955,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,11,2,3,96,0,False,False,19.81257,1.809812,27.61448,353.3275,9.238219,0.1138156,19.97391,1.654642,28.17166,0.5778982,3.005707,0.04857266,19.98923,1.619405,27.5438,322.3595,31.20302,359.9934,19.97391,1.654642,28.17166,0.5778982,3.005707,0.04857266,19.98923,1.619405,27.5438,322.3595,31.20303,269.9934,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,11,2,3,110,0,False,False,19.8126,1.80978,27.61481,353.343,9.215014,0.09815283,19.97353,1.653624,28.1719,0.8492128,3.228883,0.2213332,19.98925,1.619426,27.54381,322.4037,30.88362,359.9166,19.97353,1.653624,28.1719,0.8492128,3.228883,0.2213332,19.98925,1.619426,27.54381,322.4037,30.88362,269.9166,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,11,2,3,124,0,False,False,19.81265,1.809817,27.61539,353.3505,9.210751,0.06037156,19.97304,1.652555,28.17213,1.123863,3.434417,0.506915,19.98925,1.619442,27.54378,322.4903,30.54993,359.9069,19.97304,1.652555,28.17213,1.123863,3.434417,0.506915,19.98925,1.619442,27.54378,322.4903,30.54993,269.9069,19.455,1.405,28.3,0.0,0.0,0.0
