,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,14,2,8,0,0,False,False,20.0745,1.885473,27.96614,17.66109,18.79687,336.8721,20.12879,1.683198,28.65067,2.969515,3.059776,315.588,20.11902,1.679847,27.88124,38.31989,13.67058,28.68231,20.12879,1.683198,28.65067,2.969515,3.059776,315.588,20.11902,1.679847,27.88124,38.31989,13.67058,298.6823,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,14,2,8,12,0,False,False,20.07474,1.88532,27.96592,17.61299,18.75496,336.9075,20.12821,1.68144,28.65021,2.837831,3.136834,315.1448,20.11937,1.67978,27.88131,38.25991,13.73353,28.8696,20.12821,1.68144,28.65021,2.837831,3.136834,315.1448,20.11937,1.67978,27.88131,38.25992,13.73353,298.8696,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,14,2,8,26,0,False,False,20.07434,1.885253,27.96579,17.6324,18.75478,337.004,20.12756,1.679328,28.64965,2.848331,3.167724,314.7732,20.11948,1.679919,27.88148,38.14874,13.6823,29.02905,20.12756,1.679328,28.64965,2.848331,3.167724,314.7732,20.11948,1.679919,27.88148,38.14874,13.6823,299.029,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,14,2,8,40,0,False,False,20.07389,1.885839,27.96637,17.65017,18.73539,337.0591,20.12672,1.676902,28.64887,2.875675,3.199407,314.6267,20.11947,1.680146,27.88167,38.02623,13.65832,29.21171,20.12672,1.676902,28.64887,2.875675,3.199407,314.6267,20.11947,1.680146,27.88167,38.02623,13.65832,299.2117,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,14,2,8,53,0,False,False,20.07404,1.886371,27.96637,17.58723,18.68811,337.1224,20.12573,1.674232,28.6479,2.864371,3.301587,314.5457,20.11961,1.680284,27.88165,37.9749,13.70372,29.30013,20.12573,1.674232,28.6479,2.864371,3.301587,314.5457,20.11961,1.680284,27.88165,37.9749,13.70372,299.3001,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,14,2,8,70,0,False,False,20.0736,1.886724,27.96659,17.48308,18.6525,337.2894,20.12451,1.670401,28.6465,2.817584,3.375129,314.4494,20.11953,1.680629,27.88192,37.96095,13.53389,29.22736,20.12451,1.670401,28.6465,2.817584,3.375129,314.4494,20.11953,1.680629,27.88192,37.96094,13.53389,299.2274,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,14,2,8,81,0,False,False,20.07338,1.886739,27.96645,17.41417,18.59381,337.403,20.12334,1.666665,28.64519,2.801643,3.417372,314.2878,20.1194,1.680874,27.88214,37.9062,13.41065,29.2156,20.12334,1.666665,28.64519,2.801643,3.417372,314.2878,20.1194,1.680874,27.88214,37.90621,13.41066,299.2156,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,14,2,8,95,0,False,False,20.07269,1.886814,27.96632,17.39278,18.52802,337.522,20.12177,1.661242,28.64319,2.874791,3.499811,314.246,20.11913,1.681054,27.88205,37.84041,13.16965,29.10725,20.12177,1.661242,28.64319,2.874791,3.499811,314.246,20.11913,1.681054,27.88205,37.84041,13.16965,299.1072,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,14,2,8,109,0,False,False,20.07211,1.887191,27.96655,17.39781,18.4044,337.6376,20.12017,1.654986,28.64091,3.20244,3.688665,314.3434,20.11851,1.681443,27.88215,37.79115,12.90899,28.9767,20.12017,1.654986,28.64091,3.20244,3.688665,314.3434,20.11851,1.681443,27.88215,37.79115,12.90899,298.9767,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,14,2,8,123,0,False,False,20.07119,1.887305,27.96624,17.38941,18.23102,337.8245,20.11856,1.648591,28.63853,3.669736,3.932255,314.4311,20.1177,1.681826,27.88212,37.67229,12.58175,28.92396,20.11856,1.648591,28.63853,3.669736,3.932255,314.4311,20.1177,1.681826,27.88212,37.67229,12.58175,298.924,19.455,1.405,28.3,0.0,0.0,0.0
10,Archery,14,2,8,137,0,False,False,20.07048,1.887764,27.96635,17.39593,18.04692,338.031,20.11648,1.640139,28.63524,4.460007,4.289321,314.7995,20.11642,1.682229,27.88177,37.42675,12.23018,28.97963,20.11648,1.640139,28.63524,4.460007,4.289321,314.7995,20.11642,1.682229,27.88177,37.42676,12.23018,298.9796,19.455,1.405,28.3,0.0,0.0,0.0
11,Archery,14,2,8,151,0,False,False,20.06987,1.888666,27.96662,17.33464,17.84437,338.2217,20.11419,1.631211,28.63148,5.21109,4.777691,315.3994,20.1161,1.682919,27.88212,37.00511,11.87956,29.04823,20.11419,1.631211,28.63148,5.21109,4.777691,315.3994,20.1161,1.682919,27.88212,37.00511,11.87956,299.0482,19.455,1.405,28.3,0.0,0.0,0.0
