,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,15,2,5,0,0,False,False,20.22037,1.75491,27.80853,1.781803,3.616452,5.265696,20.2855,1.64292,28.4134,2.800782,1.700264,359.5967,20.33744,1.65343,27.87993,8.18045,330.4978,155.5726,20.2855,1.64292,28.4134,2.800782,1.700264,359.5967,20.33744,1.65343,27.87993,8.180449,330.4978,65.5726,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,15,2,5,11,0,False,False,20.22064,1.754778,27.80896,1.751418,3.582572,5.326877,20.28571,1.642896,28.41388,2.7723,1.659051,359.5576,20.33843,1.653334,27.88096,8.305821,330.5344,156.0459,20.28571,1.642896,28.41388,2.7723,1.659051,359.5576,20.33843,1.653334,27.88096,8.305821,330.5344,66.04592,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,15,2,5,24,0,False,False,20.22068,1.754691,27.80955,1.745224,3.571254,5.355865,20.28639,1.642672,28.41463,2.718642,1.729968,359.292,20.33994,1.652961,27.8822,8.317143,330.4238,156.3361,20.28639,1.642672,28.41463,2.718642,1.729968,359.292,20.33994,1.652961,27.8822,8.317144,330.4238,66.33606,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,15,2,5,39,0,False,False,20.22066,1.754632,27.81018,1.76873,3.569601,5.354304,20.287,1.642354,28.41523,2.673836,1.842935,358.9919,20.34082,1.652902,27.88327,8.235991,330.2687,156.1383,20.287,1.642354,28.41523,2.673836,1.842935,358.9919,20.34082,1.652902,27.88327,8.235989,330.2687,66.1383,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,15,2,5,53,0,False,False,20.22057,1.754477,27.81067,1.811319,3.583906,5.375429,20.28736,1.641971,28.41568,2.651515,1.954235,358.7484,20.34145,1.652983,27.88433,8.223433,330.2659,155.9251,20.28736,1.641971,28.41568,2.651515,1.954235,358.7484,20.34145,1.652983,27.88433,8.223431,330.2659,65.92508,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,15,2,5,66,0,False,False,20.22059,1.754484,27.81153,1.888426,3.573339,5.436864,20.2876,1.641514,28.41604,2.592517,2.085201,358.6217,20.34186,1.652965,27.88511,8.293506,330.4805,155.8374,20.2876,1.641514,28.41604,2.592517,2.085201,358.6217,20.34186,1.652965,27.88511,8.293508,330.4805,65.83739,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,15,2,5,81,0,False,False,20.22034,1.754789,27.81242,1.927044,3.54274,5.506198,20.28769,1.640979,28.4165,2.559823,2.205648,358.6083,20.34232,1.652948,27.88595,8.343121,330.5032,155.7272,20.28769,1.640979,28.4165,2.559823,2.205648,358.6083,20.34232,1.652948,27.88595,8.343122,330.5032,65.72714,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,15,2,5,103,0,False,False,20.21984,1.754956,27.81333,1.961809,3.474233,5.540597,20.28771,1.640437,28.41695,2.544866,2.292116,358.4983,20.34262,1.652991,27.88678,8.342448,330.6369,155.4967,20.28771,1.640437,28.41695,2.544866,2.292116,358.4983,20.34262,1.652991,27.88678,8.34245,330.6369,65.49664,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,15,2,5,109,0,False,False,20.21975,1.755109,27.81414,1.970361,3.380911,5.567413,20.28749,1.639721,28.41745,2.487918,2.321841,358.3383,20.34262,1.652258,27.88479,8.088484,332.0728,154.7511,20.28749,1.639721,28.41745,2.487918,2.321841,358.3383,20.34262,1.652258,27.88479,8.088484,332.0728,64.75105,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,15,2,5,123,0,False,False,20.21974,1.755156,27.81492,1.989948,3.29096,5.587452,20.28709,1.638806,28.41803,2.488842,2.226196,358.2052,20.34285,1.651222,27.8821,8.074055,332.0013,154.2543,20.28709,1.638806,28.41803,2.488842,2.226196,358.2052,20.34285,1.651222,27.8821,8.074058,332.0013,64.25427,19.455,1.405,28.3,0.0,0.0,0.0
10,Archery,15,2,5,136,0,False,False,20.21952,1.755077,27.8158,2.007741,3.208058,5.603238,20.28659,1.637628,28.41872,2.570179,2.145806,358.0956,20.34471,1.648757,27.88396,8.05912,332.0981,153.8143,20.28659,1.637628,28.41872,2.570179,2.145806,358.0956,20.34471,1.648757,27.88396,8.059122,332.0981,63.81427,19.455,1.405,28.3,0.0,0.0,0.0
11,Archery,15,2,5,150,0,False,False,20.21941,1.755082,27.81672,2.037979,3.107838,5.620603,20.28595,1.636175,28.41955,2.72456,2.082235,358.0378,20.34471,1.648856,27.88554,7.983433,331.5419,153.4912,20.28595,1.636175,28.41955,2.72456,2.082235,358.0378,20.34471,1.648856,27.88554,7.983434,331.5419,63.4912,19.455,1.405,28.3,0.0,0.0,0.0
12,Archery,15,2,5,163,0,False,False,20.21914,1.755312,27.81776,2.052446,3.012339,5.643039,20.28517,1.634443,28.42051,2.914771,2.033715,357.8801,20.34515,1.648371,27.88707,7.955828,331.4741,153.2245,20.28517,1.634443,28.42051,2.914771,2.033715,357.8801,20.34515,1.648371,27.88707,7.955828,331.4741,63.22448,19.455,1.405,28.3,0.0,0.0,0.0
13,Archery,15,2,5,177,0,False,False,20.2188,1.755672,27.81867,2.002269,2.895953,5.629533,20.28422,1.632472,28.42149,3.068687,1.912958,357.5623,20.34558,1.647908,27.88879,7.964435,331.3358,153.1004,20.28422,1.632472,28.42149,3.068687,1.912958,357.5623,20.34558,1.647908,27.88879,7.964435,331.3358,63.10037,19.455,1.405,28.3,0.0,0.0,0.0
14,Archery,15,2,5,192,0,False,False,20.2185,1.755834,27.81964,1.950068,2.771893,5.631613,20.28322,1.630334,28.42252,3.124983,1.75386,357.0793,20.34625,1.647342,27.8909,7.987579,331.2341,152.9241,20.28322,1.630334,28.42252,3.124983,1.75386,357.0793,20.34625,1.647342,27.8909,7.987579,331.2341,62.92415,19.455,1.405,28.3,0.0,0.0,0.0
15,Archery,15,2,5,206,0,False,False,20.21833,1.755883,27.82055,1.900296,2.659412,5.622555,20.28218,1.627971,28.42356,3.185101,1.739674,356.5448,20.34707,1.6466,27.8933,7.975078,331.2506,152.6953,20.28218,1.627971,28.42356,3.185101,1.739674,356.5448,20.34707,1.6466,27.8933,7.975079,331.2507,62.69533,19.455,1.405,28.3,0.0,0.0,0.0
16,Archery,15,2,5,219,0,False,False,20.21809,1.755958,27.82122,1.848307,2.564125,5.594863,20.28102,1.625396,28.42462,3.308033,1.82005,355.9665,20.34787,1.645695,27.89574,7.884934,331.1929,152.4142,20.28102,1.625396,28.42462,3.308033,1.82005,355.9665,20.34787,1.645695,27.89574,7.884933,331.1929,62.41415,19.455,1.405,28.3,0.0,0.0,0.0
17,Archery,15,2,5,233,0,False,False,20.21779,1.75616,27.82236,1.794561,2.468451,5.580997,20.27969,1.622636,28.42568,3.423023,2.017758,355.5902,20.34827,1.645145,27.8982,7.948161,331.1783,152.1556,20.27969,1.622636,28.42568,3.423023,2.017758,355.5902,20.34827,1.645145,27.8982,7.948162,331.1783,62.15562,19.455,1.405,28.3,0.0,0.0,0.0
18,Archery,15,2,5,247,0,False,False,20.21733,1.756384,27.8235,1.74493,2.359029,5.593144,20.27803,1.619634,28.4268,3.59479,2.239211,355.2638,20.34889,1.644338,27.90065,8.136402,331.2661,151.7829,20.27803,1.619634,28.4268,3.59479,2.239211,355.2638,20.34889,1.644338,27.90065,8.136401,331.2661,61.78284,19.455,1.405,28.3,0.0,0.0,0.0
19,Archery,15,2,5,261,0,False,False,20.21668,1.756742,27.82446,1.669659,2.248011,5.596935,20.27611,1.616488,28.42797,3.751706,2.359691,354.8315,20.34987,1.643108,27.90306,8.380657,331.4529,151.296,20.27611,1.616488,28.42797,3.751706,2.359691,354.8315,20.34987,1.643108,27.90306,8.380658,331.4529,61.29598,19.455,1.405,28.3,0.0,0.0,0.0
20,Archery,15,2,5,275,0,False,False,20.2161,1.757025,27.8258,1.595757,2.147337,5.596042,20.2736,1.612667,28.42941,3.924213,2.293272,354.1313,20.35123,1.641618,27.90592,8.575092,331.6303,150.5804,20.2736,1.612667,28.42941,3.924213,2.293272,354.1313,20.35123,1.641618,27.90592,8.575093,331.6303,60.58038,19.455,1.405,28.3,0.0,0.0,0.0
21,Archery,15,2,5,289,0,False,False,20.21555,1.757354,27.82716,1.541972,2.040632,5.581341,20.271,1.608673,28.43081,4.1222,2.142688,353.3427,20.35258,1.6399,27.90891,8.624475,331.7827,149.8765,20.271,1.608673,28.43081,4.1222,2.142688,353.3427,20.35258,1.6399,27.90891,8.624474,331.7827,59.87645,19.455,1.405,28.3,0.0,0.0,0.0
22,Archery,15,2,5,302,0,False,False,20.21451,1.75752,27.82837,1.47765,1.932787,5.607177,20.26798,1.604096,28.43219,4.291182,1.981464,352.323,20.35415,1.637524,27.91213,8.710616,332.0286,149.0662,20.26798,1.604096,28.43219,4.291182,1.981464,352.323,20.35415,1.637524,27.91213,8.710615,332.0286,59.0662,19.455,1.405,28.3,0.0,0.0,0.0
23,Archery,15,2,5,316,0,False,False,20.21387,1.757727,27.82974,1.428184,1.796696,5.692033,20.26465,1.598935,28.43367,4.315185,1.782857,351.1168,20.35566,1.634688,27.91562,8.977896,332.1823,148.2058,20.26465,1.598935,28.43367,4.315185,1.782857,351.1168,20.35566,1.634688,27.91562,8.977897,332.1823,58.20582,19.455,1.405,28.3,0.0,0.0,0.0
24,Archery,15,2,5,330,0,False,False,20.21262,1.757882,27.83109,1.409767,1.634569,5.784766,20.26114,1.593382,28.43522,4.335299,1.642842,349.8707,20.35712,1.631589,27.91909,9.330365,332.1411,147.3289,20.26114,1.593382,28.43522,4.335299,1.642842,349.8707,20.35712,1.631589,27.91909,9.330365,332.1411,57.32888,19.455,1.405,28.3,0.0,0.0,0.0
