,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,4,1,2,0,0,False,False,20.54929,1.829986,28.31943,17.57368,20.37178,0.6691733,20.66972,1.590432,28.95286,1.972719,13.90154,356.8497,20.67861,1.571232,28.42862,345.8768,349.2253,347.2001,20.66972,1.590432,28.95286,1.972719,13.90154,356.8497,20.67861,1.571232,28.42862,345.8768,349.2253,257.2001,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,4,1,2,10,0,False,False,20.54888,1.830036,28.31959,17.66086,20.11394,0.563374,20.66903,1.591316,28.95277,1.981874,14.48628,356.1237,20.67254,1.571348,28.4283,345.9942,348.5291,347.3882,20.66903,1.591316,28.95277,1.981874,14.48628,356.1237,20.67254,1.571348,28.4283,345.9942,348.5291,257.3882,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,4,1,2,24,0,False,False,20.54893,1.830248,28.31988,17.69516,19.82384,0.4076971,20.66755,1.592734,28.95265,1.591298,14.73937,355.6202,20.66667,1.571636,28.42744,345.9153,347.4076,347.6917,20.66755,1.592734,28.95265,1.591298,14.73937,355.6202,20.66667,1.571636,28.42744,345.9153,347.4076,257.6917,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,4,1,2,38,0,False,False,20.54855,1.830232,28.3198,17.66389,19.47589,0.2586399,20.66551,1.594484,28.95254,1.010266,14.9904,355.4588,20.66133,1.572075,28.42639,345.7545,346.3206,347.6552,20.66551,1.594484,28.95254,1.010266,14.9904,355.4588,20.66133,1.572075,28.42639,345.7545,346.3206,257.6552,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,4,1,2,52,0,False,False,20.5482,1.830165,28.31953,17.67449,19.10994,0.1195857,20.66272,1.596522,28.95266,0.4450375,15.04874,355.8269,20.65622,1.572409,28.42543,345.7202,345.3453,347.4931,20.66272,1.596522,28.95266,0.4450375,15.04874,355.8269,20.65622,1.572409,28.42543,345.7202,345.3453,257.4931,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,4,1,2,66,0,False,False,20.54813,1.830104,28.31951,17.68096,18.75867,359.994,20.66012,1.598208,28.95303,0.3760789,15.04545,356.2205,20.65161,1.572776,28.4243,345.8385,344.126,347.4626,20.66012,1.598208,28.95303,0.3760789,15.04545,356.2205,20.65161,1.572776,28.4243,345.8385,344.126,257.4626,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,4,1,2,80,0,False,False,20.54767,1.830266,28.3196,17.6765,18.3803,359.8724,20.65739,1.599758,28.95354,0.4421688,14.79773,356.6811,20.64779,1.573297,28.42292,345.8842,342.7754,347.8295,20.65739,1.599758,28.95354,0.4421688,14.79773,356.6811,20.64779,1.573297,28.42292,345.8842,342.7754,257.8295,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,4,1,2,94,0,False,False,20.54698,1.830374,28.31967,17.65288,17.98477,359.7288,20.65483,1.601018,28.95374,0.4730883,14.9268,357.1984,20.6445,1.574019,28.42153,345.8487,341.5493,348.2359,20.65483,1.601018,28.95374,0.4730883,14.9268,357.1984,20.6445,1.574019,28.42153,345.8487,341.5493,258.2359,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,4,1,2,108,0,False,False,20.54669,1.830565,28.31966,17.63339,17.60002,359.6096,20.65273,1.601904,28.95348,0.4291933,15.33362,357.2539,20.64199,1.574906,28.42026,345.7437,340.5373,348.7371,20.65273,1.601904,28.95348,0.4291933,15.33362,357.2539,20.64199,1.574906,28.42026,345.7437,340.5373,258.7371,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,4,1,2,121,0,False,False,20.54608,1.830428,28.31971,17.59244,17.2422,359.5022,20.6507,1.602495,28.95328,0.2982604,15.17297,356.4666,20.64018,1.575951,28.41923,345.4441,339.9279,349.3001,20.6507,1.602495,28.95328,0.2982604,15.17297,356.4666,20.64018,1.575951,28.41923,345.4441,339.9279,259.3001,19.455,1.405,28.3,0.0,0.0,0.0
