,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,14,1,3,0,0,False,False,20.35573,1.917963,28.38686,12.46683,13.08536,343.4001,20.38359,1.665794,29.06626,3.961669,0.1432767,315.1067,20.36495,1.754468,28.39277,15.44715,340.7995,346.5577,20.38359,1.665794,29.06626,3.961669,0.1432767,315.1067,20.36495,1.754468,28.39277,15.44715,340.7995,256.5577,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,14,1,3,12,0,False,False,20.35587,1.917859,28.38668,12.45784,13.03821,343.4041,20.38299,1.665389,29.06637,3.986711,0.09668395,315.365,20.36502,1.753807,28.39298,15.85011,340.904,346.4915,20.38299,1.665389,29.06637,3.986711,0.09668395,315.365,20.36502,1.753807,28.39298,15.8501,340.904,256.4915,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,14,1,3,26,0,False,False,20.35563,1.917848,28.38672,12.47237,12.98882,343.4786,20.38254,1.664921,29.06656,4.052649,0.06703197,315.5025,20.36519,1.752949,28.39305,16.01554,340.9464,346.387,20.38254,1.664921,29.06656,4.052649,0.06703197,315.5025,20.36519,1.752949,28.39305,16.01554,340.9464,256.387,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,14,1,3,40,0,False,False,20.35547,1.917655,28.38672,12.49973,12.89335,343.4916,20.38239,1.664529,29.06668,4.107209,0.0256277,315.3455,20.36549,1.75236,28.39332,15.95635,341.0338,346.3165,20.38239,1.664529,29.06668,4.107209,0.0256277,315.3455,20.36549,1.75236,28.39332,15.95635,341.0338,256.3165,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,14,1,3,54,0,False,False,20.3555,1.917618,28.38646,12.54864,12.84487,343.4705,20.38211,1.663935,29.06693,4.138166,359.975,315.1238,20.36585,1.752037,28.39356,15.81252,341.0482,346.2918,20.38211,1.663935,29.06693,4.138166,359.975,315.1238,20.36585,1.752037,28.39356,15.81252,341.0482,256.2918,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,14,1,3,67,0,False,False,20.35585,1.917729,28.3865,12.61249,12.8241,343.456,20.38171,1.663019,29.06721,4.22284,0.01172373,314.8116,20.36614,1.751929,28.39347,15.79841,341.0014,346.3676,20.38171,1.663019,29.06721,4.22284,0.01172373,314.8116,20.36614,1.751929,28.39347,15.79841,341.0014,256.3676,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,14,1,3,82,0,False,False,20.35597,1.917926,28.38655,12.61863,12.85593,343.4807,20.38147,1.662641,29.06725,4.304833,0.02300066,314.7827,20.36607,1.751819,28.39348,15.84211,340.9919,346.4574,20.38147,1.662641,29.06725,4.304833,0.02300066,314.7827,20.36607,1.751819,28.39348,15.84211,340.9919,256.4574,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,14,1,3,95,0,False,False,20.35595,1.918095,28.38659,12.60721,12.89776,343.5092,20.38135,1.662654,29.06705,4.277602,0.01484739,314.9363,20.36586,1.751719,28.39333,15.90842,340.9544,346.5458,20.38135,1.662654,29.06705,4.277602,0.01484739,314.9363,20.36586,1.751719,28.39333,15.90842,340.9544,256.5458,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,14,1,3,113,0,False,False,20.35571,1.918186,28.38667,12.57511,12.94096,343.5146,20.38085,1.662391,29.06684,4.263742,359.9685,315.1209,20.36562,1.751615,28.3933,15.90668,340.9048,346.5708,20.38085,1.662391,29.06684,4.263742,359.9685,315.1209,20.36562,1.751615,28.3933,15.90668,340.9048,256.5708,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,14,1,3,124,0,False,False,20.35555,1.918206,28.38671,12.57072,12.95247,343.5229,20.38022,1.662015,29.06669,4.2964,359.9428,315.3157,20.36545,1.751644,28.39328,15.87693,340.8947,346.5849,20.38022,1.662015,29.06669,4.2964,359.9428,315.3157,20.36545,1.751644,28.39328,15.87693,340.8947,256.5849,19.455,1.405,28.3,0.0,0.0,0.0
10,Archery,14,1,3,137,0,False,False,20.35516,1.918156,28.38668,12.56994,12.93054,343.5528,20.37974,1.661669,29.06646,4.304887,359.9336,315.4325,20.36518,1.75168,28.39326,15.85897,340.879,346.5793,20.37974,1.661669,29.06646,4.304887,359.9336,315.4325,20.36518,1.75168,28.39326,15.85897,340.879,256.5793,19.455,1.405,28.3,0.0,0.0,0.0
