,Scenario,ParticipantID,study_session,repetition,timestamp_ms,phase,HeightNormalization,ArmLengthNormalization,CenterEyeAnchor_pos_X,CenterEyeAnchor_pos_Y,CenterEyeAnchor_pos_Z,CenterEyeAnchor_euler_X,CenterEyeAnchor_euler_Y,CenterEyeAnchor_euler_Z,LeftControllerAnchor_pos_X,LeftControllerAnchor_pos_Y,LeftControllerAnchor_pos_Z,LeftControllerAnchor_euler_X,LeftControllerAnchor_euler_Y,LeftControllerAnchor_euler_Z,RightControllerAnchor_pos_X,RightControllerAnchor_pos_Y,RightControllerAnchor_pos_Z,RightControllerAnchor_euler_X,RightControllerAnchor_euler_Y,RightControllerAnchor_euler_Z,LeftVirtualHand_pos_X,LeftVirtualHand_pos_Y,LeftVirtualHand_pos_Z,LeftVirtualHand_euler_X,LeftVirtualHand_euler_Y,LeftVirtualHand_euler_Z,RightVirtualHand_pos_X,RightVirtualHand_pos_Y,RightVirtualHand_pos_Z,RightVirtualHand_euler_X,RightVirtualHand_euler_Y,RightVirtualHand_euler_Z,Arrow_pos_X,Arrow_pos_Y,Arrow_pos_Z,Arrow_euler_X,Arrow_euler_Y,Arrow_euler_Z
0,Archery,3,2,6,0,0,False,False,20.39048,1.910898,28.32515,9.475232,17.018,353.2263,20.44001,1.741643,29.07301,6.306584,0.9952416,358.802,20.45089,1.782447,28.30957,342.7767,342.0072,16.79608,20.44001,1.741643,29.07301,6.306584,0.9952416,358.802,20.45089,1.782447,28.30957,342.7767,342.0072,286.7961,19.455,1.405,28.3,0.0,0.0,0.0
1,Archery,3,2,6,11,0,False,False,20.3903,1.910913,28.32543,9.518085,16.97964,353.2904,20.44061,1.73945,29.07302,6.375185,1.415952,359.2935,20.45136,1.782241,28.31,342.8431,342.0685,16.73884,20.44061,1.73945,29.07302,6.375185,1.415952,359.2935,20.45136,1.782241,28.31,342.8431,342.0685,286.7388,19.455,1.405,28.3,0.0,0.0,0.0
2,Archery,3,2,6,26,0,False,False,20.39008,1.911079,28.32579,9.556209,16.91847,353.3713,20.44117,1.73683,29.07301,6.524536,1.895185,359.7608,20.45163,1.782171,28.31055,342.8997,342.1024,16.66961,20.44117,1.73683,29.07301,6.524536,1.895185,359.7608,20.45163,1.782171,28.31055,342.8997,342.1024,286.6696,19.455,1.405,28.3,0.0,0.0,0.0
3,Archery,3,2,6,39,0,False,False,20.38983,1.91115,28.32601,9.574167,16.82386,353.4268,20.4418,1.733611,29.07276,6.59874,2.210788,359.665,20.4519,1.782011,28.31091,342.9475,342.1288,16.61867,20.4418,1.733611,29.07276,6.59874,2.210788,359.665,20.4519,1.782011,28.31091,342.9475,342.1288,286.6187,19.455,1.405,28.3,0.0,0.0,0.0
4,Archery,3,2,6,52,0,False,False,20.38964,1.911465,28.3264,9.558575,16.70818,353.4676,20.44253,1.729504,29.0724,6.63634,2.455975,358.9499,20.45216,1.781999,28.31143,342.955,342.1909,16.55557,20.44253,1.729504,29.0724,6.63634,2.455975,358.9499,20.45216,1.781999,28.31143,342.955,342.1909,286.5556,19.455,1.405,28.3,0.0,0.0,0.0
5,Archery,3,2,6,67,0,False,False,20.38948,1.911458,28.32667,9.529233,16.56381,353.5072,20.44333,1.724615,29.07181,6.576684,2.701889,357.9884,20.45249,1.782105,28.3119,342.92,342.2449,16.4569,20.44333,1.724615,29.07181,6.576684,2.701889,357.9884,20.45249,1.782105,28.3119,342.92,342.2449,286.4569,19.455,1.405,28.3,0.0,0.0,0.0
6,Archery,3,2,6,81,0,False,False,20.38946,1.911487,28.3267,9.517303,16.4225,353.5529,20.44424,1.718781,29.07098,6.434291,3.024696,356.8637,20.45285,1.7824,28.31201,342.8468,342.2903,16.36878,20.44424,1.718781,29.07098,6.434291,3.024696,356.8637,20.45285,1.7824,28.31201,342.8468,342.2903,286.3688,19.455,1.405,28.3,0.0,0.0,0.0
7,Archery,3,2,6,94,0,False,False,20.38921,1.911473,28.32694,9.520177,16.25624,353.6176,20.44529,1.712293,29.06999,6.3482,3.432966,355.6667,20.45319,1.782677,28.3123,342.7755,342.3071,16.25789,20.44529,1.712293,29.06999,6.3482,3.432966,355.6667,20.45319,1.782677,28.3123,342.7755,342.3071,286.2579,19.455,1.405,28.3,0.0,0.0,0.0
8,Archery,3,2,6,111,0,False,False,20.38902,1.911507,28.32737,9.526081,16.08908,353.6598,20.44651,1.703444,29.0686,6.463052,4.407517,354.6334,20.45362,1.783022,28.31269,342.6799,342.3699,16.09419,20.44651,1.703444,29.0686,6.463052,4.407517,354.6334,20.45362,1.783022,28.31269,342.6799,342.3699,286.0942,19.455,1.405,28.3,0.0,0.0,0.0
9,Archery,3,2,6,122,0,False,False,20.38899,1.91184,28.32773,9.523494,15.9288,353.6892,20.44765,1.694653,29.06738,6.733826,5.35287,353.7194,20.45418,1.78343,28.31281,342.5409,342.4292,15.92787,20.44765,1.694653,29.06738,6.733826,5.35287,353.7194,20.45418,1.78343,28.31281,342.5409,342.4292,285.9279,19.455,1.405,28.3,0.0,0.0,0.0
